OBJECTID,ID,NAME,TELEPHONE,ADDRESS,CITY,STATE,COUNTY,X,Y
14074,10817841,BRISTOL BAY BOROUGH POLICE DEPARTMENT / KING SALMON JAIL,907-246-4222,SHOOTING RANGE ROAD,KING SALMON,AK,BRISTOL BAY,-156.6580818,58.6896776
14075,10841494,ANGELS CAMP POLICE DEPARTMENT,209-736-2567,200 MONTE VERDA STREET,ANGELS CAMP,CA,CALAVERAS,-120.5591379,38.0803452
14076,10825985,NEW YORK CITY POLICE DEPARTMENT - NARCOTICS DIVISION - BROOKLYN SOUTH,718-921-4040,745 64TH STREET,BROOKLYN,NY,KINGS,-74.0128215,40.6341352
14077,10833557,STATE UNIVERSITY OF NEW YORK - COLLEGE OF TECHNOLOGY AT ALFRED UNIVERSITY POLICE DEPARTMENT,607-587-3999,10 UPPER COLLEGE DRIVE,ALFRED,NY,ALLEGANY,-77.7926305,42.2559234
14078,10838958,MEMPHIS POLICE DEPARTMENT COMMUNITY ACTION UNIT - BETHEL GROVE,901-743-1046,2698 LAROSE AVENUE,MEMPHIS,TN,SHELBY,-89.9730491,35.0972955
14079,10838938,MEMPHIS POLICE DEPARTMENT COMMUNITY ACTION UNIT - NEW CHICAGO,901-527-6621,1419 BREEDLOVE STREET,MEMPHIS,TN,SHELBY,-90.0219174,35.1784812
14080,10841836,WILLIAMS POLICE DEPARTMENT,530-473-2661,700 NORTH STREET,WILLIAMS,CA,COLUSA,-122.1534868,39.159978
14081,10742535,DEUEL COUNTY SHERIFFS DEPARTMENT,605-874-8212,400 4TH STREET WEST,CLEAR LAKE,SD,DEUEL,-96.6847576,44.7552248
14082,10423330,BOWLING GREEN POLICE DEPARTMENT,270-393-4244,911 SOUTH KENTUCKY STREET,BOWLING GREEN,KY,WARREN,-86.4443088,36.9958438
14083,10770510,GREEN SPRINGS POLICE DEPARTMENT,419-639-2211,120 CATHERINE STREET,GREEN SPRINGS,OH,SENECA,-83.046223,41.2545425
14084,10448928,SEABOARD POLICE DEPARTMENT,252-589-5061,102 CLAY STREET,SEABOARD,NC,NORTHAMPTON,-77.4424255,36.4888235
14085,10839248,MCLENNAN COUNTY JAIL,254-757-2555,3201 EAST STATE HIGHWAY 6,WACO,TX,MCLENNAN,-97.0797384,31.5486643
14086,10425183,SAINT FRANCIS POLICE DEPARTMENT,785-332-3330,209 EAST WASHINGTON STREET,SAINT FRANCIS,KS,CHEYENNE,-101.7994952,39.7739001
14087,10422902,SAINT MICHAELS POLICE DEPARTMENT,410-745-9500,100 SOUTH FREMONT STREET,SAINT MICHAELS,MD,TALBOT,-76.2255786,38.7862076
14088,10309463,MAYSVILLE POLICE DEPARTMENT,706-652-3494,218 SOUTH MAIN STREET,MAYSVILLE,GA,BANKS,-83.5612172,34.2536682
14089,10309454,TALLULAH FALLS POLICE DEPARTMENT,706-754-6040,255 MAIN STREET,TALLULAH FALLS,GA,RABUN,-83.3957117,34.7365747
14090,10309448,HIAWASSEE POLICE DEPARTMENT,706-896-2203,229 CHATUGE WAY,HIAWASSEE,GA,TOWNS,-83.7529732,34.9440447
14091,10826067,NEW YORK CITY POLICE DEPARTMENT - INTERNAL AFFAIRS BUREAU,212-741-8401,315 HUDSON STREET,NEW YORK,NY,NEW YORK,-74.0082893,40.7262925
14092,10309418,WARRENTON POLICE DEPARTMENT,706-465-3282,103 ACADEMY STREET,WARRENTON,GA,WARREN,-82.6616491,33.4047262
14093,10309415,WRIGHTSVILLE POLICE DEPARTMENT,478-864-2108,515 WEST ELM STREET,WRIGHTSVILLE,GA,JOHNSON,-82.7288867,32.7287311
14094,10027108,DEPARTMENT OF MENTAL HEALTH AND MENTAL RETARDATION - SEARCY STATE HOSPITAL POLICE,251-662-6770,725 EAST COY SMITH HIGHWAY,MOUNT VERNON,AL,MOBILE,-88.0276919,31.0895558
14095,10826183,NEW YORK CITY POLICE DEPARTMENT - PATROL BOROUGH COMMAND-STATEN ISLAND,718-667-2220,2320 HYLAN BOULEVARD,STATEN ISLAND,NY,RICHMOND,-74.1055366,40.5741322
14096,10027363,EARLY POLICE DEPARTMENT,712-273-5283,107 MAIN STREET,EARLY,IA,SAC,-95.1518539,42.4609473
14097,10171631,TROUTDALE POLICE DEPARTMENT,503-665-6129,141 SOUTHEAST DORA STREET,TROUTDALE,OR,MULTNOMAH,-122.3877252,45.5403154
14098,10026170,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT - SOUTHEAST REGIONAL OFFICE,870-367-3553,771 JORDAN DRIVE,MONTICELLO,AR,DREW,-91.8159629,33.6078953
14099,10423550,MEMPHIS POLICE DEPARTMENT,660-465-2612,112 SOUTH MARKET STREET,MEMPHIS,MO,SCOTLAND,-92.1690042,40.4583255
14100,10424881,BUCKLIN POLICE DEPARTMENT,620-826-3581,117 WEST OAK STREET,BUCKLIN,KS,FORD,-99.6345383,37.5508572
14101,10841476,ANTIOCH POLICE DEPARTMENT,925-779-6900,300 L STREET,ANTIOCH,CA,CONTRA COSTA,-121.8204925,38.0161648
14102,10423977,MONTROSE POLICE DEPARTMENT,660-693-4838,317 MISSOURI AVENUE,MONTROSE,MO,HENRY,-93.981071,38.257167
14103,10838936,MEMPHIS POLICE DEPARTMENT COMMUNITY ACTION UNIT - HICKORY HILL,901-636-6530,4225 RIVERDALE ROAD,MEMPHIS,TN,SHELBY,-89.831973,35.0331159
14104,10424809,KANSAS SECURITIES COMMISSIONER,785-296-3307,618 SOUTH KANSAS AVENUE,TOPEKA,KS,SHAWNEE,-95.6731311,39.0511855
14105,10840717,NEW YORK CITY POLICE DEPARTMENT - TRANSIT BUREAU - TRANSIT DISTRICT 20,718-558-5400,137-02 QUEENS BOULEVARD,JAMAICA,NY,QUEENS,-73.818765,40.7095908
14106,10837753,MEMPHIS POLICE DEPARTMENT - SOUTH MAIN STATION,901-636-4099,545 SOUTH MAIN STREET,MEMPHIS,TN,SHELBY,-90.0593471,35.1324078
14107,10425230,WINFIELD POLICE DEPARTMENT,620-221-5555,812 MILLINGTON STREET,WINFIELD,KS,COWLEY,-96.995585,37.2409409
14108,10416738,NORTH CAROLINA STATE HIGHWAY PATROL TROOP B DISTRICT III,910-347-1752,305 WILMINGTON HIGHWAY,JACKSONVILLE,NC,ONSLOW,-77.4556682,34.7468908
14109,10416438,CHEROKEE COUNTY SHERIFFS DEPARTMENT,828-837-2589,44 CENTRAL STREET,MURPHY,NC,CHEROKEE,-84.0324223,35.0871843
14110,10309410,HAHIRA POLICE DEPARTMENT,229-794-2440,102 SOUTH CHURCH STREET,HAHIRA,GA,LOWNDES,-83.3728944,30.9908554
14111,10309398,OCILLA POLICE DEPARTMENT,229-468-7494,400 SOUTH IRWIN AVENUE,OCILLA,GA,IRWIN,-83.2502892,31.5908895
14112,10309382,COLQUITT POLICE DEPARTMENT,229-758-3311,154 WEST STREET,COLQUITT,GA,MILLER,-84.7385337,31.1727928
14113,10309378,MCDUFFIE COUNTY SHERIFFS OFFICE - SUBSTATION,706-595-2040,4590 AUGUSTA HIGHWAY,DEARING,GA,MCDUFFIE,-82.3851851,33.4130559
14114,10222914,SAINT JOHN THE BAPTIST PARISH SHERIFFS OFFICE / SAINT JOHN THE BAPTIST PARISH JAIL,985-652-9513,1801 WEST AIRLINE HIGHWAY,LAPLACE,LA,ST JOHN THE BAPTIST,-90.4996587,30.0722426
14115,10826068,NEW YORK CITY POLICE DEPARTMENT - MANHATTAN SOUTH TASK FORCE,212-760-8301,524 WEST 42ND STREET,NEW YORK,NY,NEW YORK,-73.9967747,40.7598747
14116,10026568,MCINTOSH POLICE DEPARTMENT,605-273-4498,212 MAIN STREET,MCINTOSH,SD,CORSON,-101.3489367,45.9208938
14117,10027658,OLA POLICE DEPARTMENT,479-489-5131,115 PENNINGTON STREET,OLA,AR,YELL,-93.2225785,35.0327168
14118,11539983,IVYLAND BOROUGH POLICE DEPARTMENT,215-672-3215,991 PENNSYLVANIA AVENUE,IVYLAND,PA,BUCKS,-75.0756101,40.2061556
14119,11538585,PORT ROYAL POLICE DEPARTMENT,843-986-2220,1748 PARIS AVENUE,PORT ROYAL,SC,BEAUFORT,-80.6914964,32.3836275
14120,10841325,PRYOR POLICE DEPARTMENT,918-825-1212,214 SOUTH MILL STREET,PRYOR,OK,MAYES,-95.3206513,36.3028712
14121,10026105,SHERWOOD POLICE DEPARTMENT COMMUNITY POLICING,501-833-3922,10000 BROCKINGTON ROAD,SHERWOOD,AR,PULASKI,-92.193149,34.8499658
14122,10422998,GREENSBORO POLICE DEPARTMENT,410-482-6771,104 EAST SUNSET AVENUE,GREENSBORO,MD,CAROLINE,-75.804791,38.9733174
14123,10448921,KANSAS DEPARTMENT OF WILDLIFE AND PARKS - POMONA STATE PARK,785-828-4933,22900 SOUTH STATE HIGHWAY 368,VASSAR,KS,OSAGE,-95.6011806,38.6523577
14124,10424568,WYOMING COUNTY SHERIFFS OFFICE,304-732-8000,BANK STREET,PINEVILLE,WV,WYOMING,-81.5379923,37.5837667
14125,10424872,BENTON POLICE DEPARTMENT,316-778-1818,154 SOUTH MAIN STREET,BENTON,KS,BUTLER,-97.1076511,37.7882555
14126,10769497,CARROLL COUNTY JAIL,731-986-1905,200 NORANDAL DRIVE,HUNTINGDON,TN,CARROLL,-88.3765567,36.0197268
14127,10425021,KANSAS LOTTERY SECURITY DIVISION,785-296-5700,128 NORTH KANSAS AVENUE,TOPEKA,KS,SHAWNEE,-95.6697547,39.0590256
14128,10425160,SCRANTON POLICE DEPARTMENT,785-793-2336,120 WEST BOONE STREET,SCRANTON,KS,OSAGE,-95.7409149,38.7789499
14129,10424508,PUTNAM COUNTY SHERIFFS DEPARTMENT,304-586-0256,3389 WINFIELD ROAD,WINFIELD,WV,PUTNAM,-81.891977,38.5335414
14130,10423878,KEYTESVILLE POLICE DEPARTMENT,660-288-3745,404 WEST BRIDGE STREET,KEYTESVILLE,MO,CHARITON,-92.9393485,39.4348797
14131,10416513,TOWN OF RIVER BEND POLICE DEPARTMENT,252-638-1108,115 WILDWOOD DRIVE,NEW BERN,NC,CRAVEN,-77.1486093,35.0717138
14132,10840715,NEW YORK CITY POLICE DEPARTMENT - TRANSIT BUREAU - TRANSIT DISTRICT 23,718-474-3319,222 BEACH 116TH STREET,ROCKAWAY PARK,NY,QUEENS,-73.837272,40.5805638
14133,10425569,MULTNOMAH COUNTY SHERIFFS OFFICE,503-255-3600,12240 NORTHEAST GLISAN STREET,PORTLAND,OR,MULTNOMAH,-122.5368407,45.5258896
14134,10309355,GLYNN COUNTY POLICE DEPARTMENT - SEA ISLAND SUBSTATION,912-554-7800,1000 SEA ISLAND ROAD,SAINT SIMONS ISLAND,GA,GLYNN,-81.3580802,31.1800104
14135,10309347,LAKE PARK POLICE DEPARTMENT,229-559-7470,120 NORTH ESSA STREET,LAKE PARK,GA,LOWNDES,-83.1820936,30.6844963
14136,10309341,COLUMBUS POLICE DEPARTMENT - SOUTHSIDE PRECINCT,706-653-3334,1441 BENNING DRIVE,COLUMBUS,GA,MUSCOGEE,-84.9442359,32.4280489
14137,10826052,NEW YORK CITY POLICE DEPARTMENT - MOUNTED TROOP D,718-823-8571,PELHAM BAY PARK,BRONX,NY,BRONX,-73.8197203,40.8506589
14138,10026161,LAKE VIEW POLICE DEPARTMENT,870-827-6341,14264 STATE HIGHWAY 44,HELENA,AR,PHILLIPS,-90.7988962,34.4161501
14139,10220855,PARIS POLICE DEPARTMENT,207-743-7448,35 MARKET SQUARE,SOUTH PARIS,ME,OXFORD,-70.5126907,44.2233093
14140,10026751,NORTHWEST - SHOALS COMMUNITY COLLEGE CAMPUS POLICE DEPARTMENT,256-331-5415,800 GEORGE WALLACE BOULEVARD,MUSCLE SHOALS,AL,COLBERT,-87.6797393,34.743246
14141,10305387,SAMMAMISH POLICE DEPARTMENT,425-836-5674,801 228TH AVENUE SOUTHEAST,SAMMAMISH,WA,KING,-122.0359347,47.6014797
14142,10026794,GRAND JUNCTION POLICE DEPARTMENT,515-738-2585,109 EAST MAIN STREET,GRAND JUNCTION,IA,GREENE,-94.23893,42.0319107
14143,10826048,NEW YORK CITY POLICE DEPARTMENT - PATROL BOROUGH COMMAND - BRONX,718-299-4189,450 CROSS BRONX EXPRESSWAY SOUTH,BRONX,NY,BRONX,-73.9003504,40.8439129
14144,10049002,LEE COUNTY SHERIFFS OFFICE,870-295-7775,15 EAST CHESTNUT STREET,MARIANNA,AR,LEE,-90.7571914,34.7748301
14145,10461582,WAGRAM POLICE DEPARTMENT,910-369-2400,24560 MAIN STREET,WAGRAM,NC,SCOTLAND,-79.3656785,34.8886139
14146,10838934,CULBERSON COUNTY JAIL,432-283-2059,300 LA CAVERNA ROAD,VAN HORN,TX,CULBERSON,-104.83068,31.0436249
14147,10840683,WEBB COUNTY JAIL,956-523-4400,1001 WASHINGTON STREET,LAREDO,TX,WEBB,-99.5060178,27.5081868
14148,10769681,CARO POLICE DEPARTMENT,989-673-2402,150 MONTAGUE AVENUE,CARO,MI,TUSCOLA,-83.3961908,43.4882847
14149,10423517,LINN POLICE DEPARTMENT,573-897-4234,1200 EAST MAIN STREET,LINN,MO,OSAGE,-91.8395692,38.4767727
14150,10837778,WALKER COUNTY JAIL,936-435-2412,751 FARM TO MARKET 2821 ROAD WEST,HUNTSVILLE,TX,WALKER,-95.5724488,30.7375952
14151,10841520,BRENTWOOD POLICE DEPARTMENT,925-634-6911,9100 BRENTWOOD BOULEVARD,BRENTWOOD,CA,CONTRA COSTA,-121.684133,37.9193282
14152,10833816,CROOK COUNTY SHERIFFS OFFICE / CROOK COUNTY JAIL,307-283-1225,309 CLEVELAND STREET,SUNDANCE,WY,CROOK,-104.3786082,44.4053031
14153,10770187,FOSTORIA POLICE DEPARTMENT,419-435-8573,213 SOUTH MAIN STREET,FOSTORIA,OH,SENECA,-83.4147795,41.1561739
14154,10423401,SHIVELY POLICE DEPARTMENT,502-448-6181,1800 PARK ROAD,LOUISVILLE,KY,JEFFERSON,-85.8078777,38.1948606
14155,10422965,PRINCESS ANNE POLICE DEPARTMENT,410-651-1822,11780 BECKFORD AVENUE,PRINCESS ANNE,MD,SOMERSET,-75.6958807,38.2046977
14156,10842264,NEW YORK CITY POLICE DEPARTMENT - TRANSIT BUREAU - TRANSIT DISTRICT 3,212-281-5303,MEZZANINE 145 STREET AND SAINT NICHOLAS AVENUE,NEW YORK,NY,NEW YORK,-73.9450071,40.8239317
14157,10826100,NEW YORK CITY POLICE DEPARTMENT - NARCOTICS BOROUGH MANHATTAN SOUTH,212-385-2900,CLINTON STREET AND SOUTH STREET,NEW YORK,NY,NEW YORK,-73.9869358,40.7100126
14158,10306351,SURING POLICE DEPARTMENT,920-842-2125,604 MAIN STREET,SURING,WI,OCONTO,-88.3730384,44.9992122
14159,10306344,FREEDOM POLICE DEPARTMENT,920-788-0902,W2004 COUNTY ROAD S,KAUKAUNA,WI,OUTAGAMIE,-88.2868778,44.3868346
14160,10306315,OGDENSBURG POLICE DEPARTMENT,920-244-7000,407 MAIN STREET,OGDENSBURG,WI,WAUPACA,-89.0325679,44.4515614
14161,10306298,MENOMONEE FALLS POLICE DEPARTMENT,262-532-8700,W156 N8480 PILGRIM ROAD,MENOMONEE FALLS,WI,WAUKESHA,-88.1033699,43.1712668
14162,10306295,DELAFIELD POLICE DEPARTMENT,262-646-6240,500 GENESEE STREET,DELAFIELD,WI,WAUKESHA,-88.4037883,43.0591607
14163,10048986,MADISON COUNTY SHERIFFS OFFICE,479-738-2320,201 MAIN STREET,HUNTSVILLE,AR,MADISON,-93.7372725,36.0871196
14164,10049189,PHILLIPS COUNTY SHERIFFS OFFICE,870-338-5555,201 PERRY STREET,HELENA,AR,PHILLIPS,-90.5852257,34.5289917
14165,11538545,LOS ANGELES POLICE DEPARTMENT - NORTHEAST COMMUNITY POLICE STATION,213-485-2563,3353 SAN FERNANDO ROAD,LOS ANGELES,CA,LOS ANGELES,-118.249405,34.1191594
14166,10424520,ROANE COUNTY SHERIFFS OFFICE,304-927-2540,200 MAIN STREET,SPENCER,WV,ROANE,-81.3507933,38.801531
14167,10048992,MAGAZINE POLICE DEPARTMENT,479-969-0809,23 NORTH STATE HIGHWAY 109,MAGAZINE,AR,LOGAN,-93.8075253,35.1501707
14168,10223361,CASTLEBERRY POLICE DEPARTMENT,251-966-2200,97 CLEVELAND AVENUE,CASTLEBERRY,AL,CONECUH,-87.0204198,31.2996166
14169,10841542,CLAYTON POLICE DEPARTMENT,925-673-7350,6000 HERITAGE TRAIL,CLAYTON,CA,CONTRA COSTA,-121.9372641,37.942414
14170,10839541,SMITH COUNTY JAIL - LOW RISK DIVISION,903-590-2842,2811 PUBLIC ROAD,TYLER,TX,SMITH,-95.3278315,32.3899507
14171,10841549,CONCORD POLICE DEPARTMENT,925-671-3220,1350 GALINDO STREET,CONCORD,CA,CONTRA COSTA,-122.0316716,37.970831
14172,11532782,DANVILLE POLICE DEPARTMENT,925-314-3700,510 LA GONDA WAY,DANVILLE,CA,CONTRA COSTA,-122.0031717,37.829982
14173,10425002,HUTCHINSON POLICE DEPARTMENT,620-694-2833,210 WEST FIRST AVENUE,HUTCHINSON,KS,RENO,-97.936576,38.0537785
14174,10448932,COLUMBIA REGIONAL AIRPORT PUBLIC SAFETY DEPARTMENT,573-442-9770,11300 SOUTH AIRPORT DRIVE,COLUMBIA,MO,BOONE,-92.2225025,38.8180424
14175,10833824,NIOBRARA COUNTY SHERIFFS OFFICE / NIOBRARA COUNTY JAIL,307-334-2240,416 SOUTH ELM STREET,LUSK,WY,NIOBRARA,-104.4510707,42.7603568
14176,10448954,SPENCER COUNTY SHERIFFS OFFICE,502-477-3200,18 EAST MAIN STREET,TAYLORSVILLE,KY,SPENCER,-85.3441794,38.0309705
14177,10461723,KANSAS HIGHWAY PATROL TROOP C,785-827-3065,2019 EAST IRON AVENUE,SALINA,KS,SALINE,-97.5780641,38.8406799
14178,10773368,RANDALL COUNTY SHERIFFS OFFICE / RANDALL COUNTY JAIL,806-468-5800,9100 SOUTH GEORGIA STREET,AMARILLO,TX,RANDALL,-101.8675447,35.1173318
14179,10424849,ANTHONY POLICE DEPARTMENT,620-842-3134,202 SOUTH BLUFF AVENUE,ANTHONY,KS,HARPER,-98.0318223,37.1506726
14180,10306291,TRENTON POLICE DEPARTMENT,262-675-6009,1071 STATE HIGHWAY 33 EAST,WEST BEND,WI,WASHINGTON,-88.0900627,43.425704
14181,10306281,VILLAGE OF WALWORTH POLICE DEPARTMENT,262-275-6585,227 NORTH MAIN STREET,WALWORTH,WI,WALWORTH,-88.600025,42.5324933
14182,10306278,SHARON POLICE DEPARTMENT,262-736-4617,125 PLAIN STREET,SHARON,WI,WALWORTH,-88.7296033,42.5025151
14183,10306276,TOWN OF DELAVAN POLICE DEPARTMENT,262-728-8787,5621 TOWN HALL ROAD,DELAVAN,WI,WALWORTH,-88.57628,42.6188141
14184,10306262,HILLSBORO POLICE DEPARTMENT,608-489-2800,836 PRAIRIE AVENUE,HILLSBORO,WI,VERNON,-90.3398734,43.6516412
14185,10306251,BLAIR POLICE DEPARTMENT,608-989-2300,122 SOUTH URBERG AVENUE,BLAIR,WI,TREMPEALEAU,-91.2335017,44.2940273
14186,10027622,CHEROKEE VILLAGE POLICE DEPARTMENT,870-257-5225,2 SANTEE DRIVE,CHEROKEE VILLAGE,AR,SHARP,-91.5280604,36.3088455
14187,10770479,FORT LORAMIE POLICE DEPARTMENT,937-295-4042,14 ELM STREET,FORT LORAMIE,OH,SHELBY,-84.3735639,40.3509356
14188,10027577,LOWELL POLICE DEPARTMENT,479-659-8888,214 NORTH LINCOLN STREET,LOWELL,AR,BENTON,-94.1328125,36.2564389
14189,10048952,PARIS POLICE DEPARTMENT,479-963-2600,1810 EAST WALNUT STREET,PARIS,AR,LOGAN,-93.7135982,35.2916081
14190,10049183,GLENWOOD POLICE DEPARTMENT,870-356-3333,210 NORTH 2ND STREET,GLENWOOD,AR,PIKE,-93.5511235,34.3274866
14191,10223051,PINE PRAIRIE POLICE DEPARTMENT,337-599-2904,1006 EDWIN ELLIOTT DRIVE,VILLE PLATTE,LA,EVANGELINE,-92.4227763,30.7780604
14192,10425179,SOUTH HAVEN POLICE DEPARTMENT,620-892-5292,231 MAIN STREET,SOUTH HAVEN,KS,SUMNER,-97.4015167,37.0476115
14193,10826063,NEW YORK CITY POLICE DEPARTMENT - TRAFFIC CONTROL ENFORCEMENT DIVISION T-105,212-233-0878,346 BROADWAY,NEW YORK,NY,NEW YORK,-74.003409,40.7163494
14194,10425229,WINDOM POLICE DEPARTMENT,620-489-6221,611 MAIN STREET,WINDOM,KS,MCPHERSON,-97.9103836,38.3832407
14195,10424961,FRONTENAC POLICE DEPARTMENT,620-231-9216,317 EAST MCKAY STREET,FRONTENAC,KS,CRAWFORD,-94.6884842,37.4553216
14196,10425101,NICKERSON POLICE DEPARTMENT,620-422-3069,5 WEST AVENUE B,NICKERSON,KS,RENO,-98.0823343,38.1474105
14197,10423649,CAMDENTON POLICE DEPARTMENT,573-346-3604,437 WEST UNITED STATES HIGHWAY 54,CAMDENTON,MO,CAMDEN,-92.7502146,38.0049433
14198,10026027,TAMPA INTERNATIONAL AIRPORT POLICE,813-870-8760,5503 WEST SPRUCE STREET,TAMPA,FL,HILLSBOROUGH,-82.5341517,27.9603404
14199,10025818,KINMUNDY POLICE DEPARTMENT,618-547-3221,115 WEST 3RD STREET,KINMUNDY,IL,MARION,-88.8506354,38.7707552
14200,10760959,BIG CYPRESS TREE STATE PARK - PARK RANGER,731-235-2700,297 BIG CYPRESS ROAD,GREENFIELD,TN,WEAKLEY,-88.8902105,36.1941232
14201,10025396,CALIFORNIA PARKS AND RECREATION LAW ENFORCEMENT - INLAND EMPIRE DISTRICT,951-443-2423,17801 LAKE PERRIS DRIVE,PERRIS,CA,RIVERSIDE,-117.2040183,33.8593818
14202,10478219,DEER CREEK POLICE DEPARTMENT,309-447-6265,102 EAST 1ST AVENUE,DEER CREEK,IL,TAZEWELL,-89.3320897,40.6273064
14203,10025410,LORAIN COUNTY METRO PARK DISTRICT RANGERS,440-458-5121,12882 DIAGONAL ROAD,LAGRANGE,OH,LORAIN,-82.1413646,41.2917159
14204,10025447,EMPIRE POLICE DEPARTMENT,740-537-1802,151 NESSLEY STREET,EMPIRE,OH,JEFFERSON,-80.6236019,40.508851
14205,10773509,LEON COUNTY SHERIFFS OFFICE / LEON COUNTY JAIL,903-536-2749,606 EAST SAINT MARYS STREET,CENTERVILLE,TX,LEON,-95.9743569,31.258399
14206,10025819,FULTON POLICE DEPARTMENT,815-589-3617,415 11TH AVENUE,FULTON,IL,WHITESIDE,-90.1651752,41.8665749
14207,10770458,EDON POLICE DEPARTMENT,419-272-3333,108 EAST INDIANA STREET,EDON,OH,WILLIAMS,-84.7684412,41.5561612
14208,10024731,CALIFORNIA PARKS AND RECREATION LAW ENFORCEMENT - MONTEREY DISTRICT,831-649-2836,2211 GARDEN ROAD,MONTEREY,CA,MONTEREY,-121.8586506,36.586461
14209,10773343,HOCKLEY COUNTY SHERIFFS DEPARTMENT / HOCKLEY COUNTY JAIL,806-894-3126,1310 AVENUE H,LEVELLAND,TX,HOCKLEY,-102.3787936,33.578316
14210,10221963,WORTH COUNTY SHERIFFS DEPARTMENT / WORTH COUNTY JAIL,641-324-2481,1000 CENTRAL AVENUE,NORTHWOOD,IA,WORTH,-93.2178023,43.4445601
14211,10027955,MASON POLICE DEPARTMENT,901-294-2100,12157 MAIN STREET,MASON,TN,TIPTON,-89.5324251,35.4115883
14212,10222153,PAGE COUNTY SHERIFF / PAGE COUNTY JAIL,712-542-5193,323 NORTH 15TH STREET,CLARINDA,IA,PAGE,-95.0360089,40.7409961
14213,10025000,ROANOKE COLLEGE CAMPUS SAFETY,540-375-2310,288 HIGH STREET,SALEM,VA,SALEM CITY,-80.0543648,37.29761
14214,10024802,KALAMAZOO DEPARTMENT OF PUBLIC SAFETY - STATION 1,269-337-8261,125 SOUTH KALAMAZOO MALL,KALAMAZOO,MI,KALAMAZOO,-85.5829858,42.2914353
14215,10477655,PIKE COUNTY SHERIFF / PIKE COUNTY JAIL,217-285-5011,204 EAST ADAMS STREET,PITTSFIELD,IL,PIKE,-90.8038833,39.6082252
14216,10841770,SANTA BARBARA COUNTY SHERIFFS DEPARTMENT,805-681-4100,4434 CALLE REAL,SANTA BARBARA,CA,SANTA BARBARA,-119.7767788,34.4436317
14217,10025655,HUNTERDON COUNTY PROSECUTORS OFFICE - INVESTIGATIVE DIVISION,908-788-1129,65 PARK AVENUE,FLEMINGTON,NJ,HUNTERDON,-74.8608276,40.5125347
14218,10760484,CLIFTON POLICE DEPARTMENT,931-676-3370,142 MAIN STREET,CLIFTON,TN,WAYNE,-87.9951513,35.3862636
14219,10222137,KNOXVILLE POLICE DEPARTMENT,641-828-0541,305 SOUTH 3RD STREET,KNOXVILLE,IA,MARION,-93.0960857,41.3166315
14220,10025809,ONAGA POLICE DEPARTMENT,785-889-4456,319 PROSPECT STREET,ONAGA,KS,POTTAWATOMIE,-96.1688572,39.4903693
14221,10223936,VALLEY CITY POLICE DEPARTMENT,701-845-3110,216 2ND AVENUE NORTHEAST,VALLEY CITY,ND,BARNES,-98.0011141,46.9249512
14222,10025734,BOWDOIN COLLEGE POLICE DEPARTMENT,207-725-3500,9 BATH ROAD,BRUNSWICK,ME,CUMBERLAND,-69.960078,43.9103973
14223,10478343,HOPEDALE POLICE DEPARTMENT,309-449-6018,115 NORTHEAST 2ND STREET,HOPEDALE,IL,TAZEWELL,-89.4135455,40.421169
14224,10025727,WOODFIN POLICE DEPARTMENT,828-253-4889,90 ELK MOUNTAIN ROAD,WOODFIN,NC,BUNCOMBE,-82.583633,35.631718
14225,10026209,DOUGHERTY COUNTY SCHOOL POLICE DEPARTMENT,229-431-1812,601 FLINT AVENUE,ALBANY,GA,DOUGHERTY,-84.1622687,31.5802246
14226,10833471,VILLAGE OF SKANEATELES POLICE DEPARTMENT,315-685-3456,26 FENNELL STREET,SKANEATELES,NY,ONONDAGA,-76.4316834,42.9484469
14227,10773338,GRAYSON COUNTY SHERIFFS OFFICE / GRAYSON COUNTY JAIL,903-893-4388,200 SOUTH CROCKETT STREET,SHERMAN,TX,GRAYSON,-96.6105063,33.6344949
14228,10027038,BURNSIDE POLICE DEPARTMENT,606-561-3405,7968 SOUTH UNITED STATES HIGHWAY 27,BURNSIDE,KY,PULASKI,-84.603193,36.9916755
14229,10833113,ORLEANS COUNTY SHERIFFS OFFICE,585-590-4137,13925 STATE ROUTE 31,ALBION,NY,ORLEANS,-78.2222377,43.2393542
14230,10825996,NEW YORK CITY POLICE DEPARTMENT - 76TH PRECINCT,718-834-3211,191 UNION STREET,BROOKLYN,NY,KINGS,-74.0002133,40.6838434
14231,10024999,THOMAS NELSON COMMUNITY COLLEGE,757-825-2732,99 THOMAS NELSON DRIVE,HAMPTON,VA,HAMPTON CITY,-76.4191717,37.0618897
14232,10825999,NEW YORK CITY POLICE DEPARTMENT - 77TH PRECINCT,718-735-0611,127 UTICA AVENUE,BROOKLYN,NY,KINGS,-73.9302677,40.6747778
14233,10826000,NEW YORK CITY POLICE DEPARTMENT - 78TH PRECINCT,718-636-6411,65 6TH AVENUE,BROOKLYN,NY,KINGS,-73.9741562,40.6808921
14234,10309580,ALMA POLICE DEPARTMENT,912-632-4311,307 SOUTH DIXON STREET,ALMA,GA,BACON,-82.4692308,31.5411537
14235,10223418,FULTON POLICE DEPARTMENT,334-636-9527,136 MAIN STREET,FULTON,AL,CLARKE,-87.727313,31.7882286
14236,10025856,ELSAH POLICE DEPARTMENT,618-498-6881,MILL STREET,ELSAH,IL,JERSEY,-90.3587361,38.9606459
